ticker,date,B&H,Opt Stp,Stress,StressVol,,date, B&H , Opt Stp , Stress , StressVol , B&H , Opt Stp , Stress , StressVol 
CHRW,10/30/19,-2.823478699,-2.108726501,4.614501953,-2.108726501,,10/30/19," $1,564 "," $1,453 "," $1,627 "," $1,637 ",-0.180%,-0.145%,0.284%,-0.129%
PSA,10/30/19,5.845001221,-6.517593384,5.845001221,-11.49356079,,10/30/19," $1,570 "," $1,447 "," $1,633 "," $1,625 ",0.374%,-0.448%,0.359%,-0.702%
TAP,10/30/19,2.805633545,2.370586395,5.089664459,2.415904999,,10/30/19," $1,573 "," $1,449 "," $1,638 "," $1,627 ",0.179%,0.164%,0.312%,0.149%
EL,10/31/19,24.48452759,9.335678101,9.335678101,4.967025757,,10/31/19," $1,598 "," $1,458 "," $1,647 "," $1,632 ",1.556%,0.644%,0.570%,0.305%
FRT,10/31/19,-9.003211975,-3.220054626,-4.79322052,-3.220054626,,10/31/19," $1,589 "," $1,455 "," $1,642 "," $1,629 ",-0.564%,-0.221%,-0.291%,-0.197%
IP,10/31/19,-1.895462036,1.918800354,1.183132172,1.183132172,,10/31/19," $1,587 "," $1,457 "," $1,643 "," $1,630 ",-0.119%,0.132%,0.072%,0.073%
XYL,10/31/19,6.091926575,2.823318481,6.414054871,4.348678589,,10/31/19," $1,593 "," $1,460 "," $1,650 "," $1,635 ",0.384%,0.194%,0.390%,0.267%
D,11/1/19,2.37739563,-2.416641235,3.417709351,-1.902282715,,11/1/19," $1,595 "," $1,458 "," $1,653 "," $1,633 ",0.149%,-0.166%,0.207%,-0.116%
LYB,11/1/19,-11.18195724,-4.80771637,-5.788948059,-4.503448486,,11/1/19," $1,584 "," $1,453 "," $1,647 "," $1,628 ",-0.701%,-0.330%,-0.350%,-0.276%
BDX,11/5/19,5.782867432,6.552398682,12.52072144,7.793533325,,11/5/19," $1,590 "," $1,459 "," $1,660 "," $1,636 ",0.365%,0.451%,0.760%,0.479%
FIS,11/5/19,20.54232025,3.309799194,14.4174881,7.223091125,,11/5/19," $1,610 "," $1,463 "," $1,674 "," $1,643 ",1.292%,0.227%,0.869%,0.441%
MOS,11/5/19,-2.910276413,-2.510662079,-2.910276413,-3.273159027,,11/5/19," $1,607 "," $1,460 "," $1,672 "," $1,640 ",-0.181%,-0.172%,-0.174%,-0.199%
PPL,11/5/19,1.802373886,2.023239136,1.802373886,2.023239136,,11/5/19," $1,609 "," $1,462 "," $1,673 "," $1,642 ",0.112%,0.139%,0.108%,0.123%
CVS,11/6/19,2.883350372,3.624042511,4.910289764,2.920101166,,11/6/19," $1,612 "," $1,466 "," $1,678 "," $1,645 ",0.179%,0.248%,0.293%,0.178%
DOC,11/6/19,1.194496155,-1.782737732,-1.782737732,-0.899394989,,11/6/19," $1,613 "," $1,464 "," $1,676 "," $1,644 ",0.074%,-0.122%,-0.106%,-0.055%
DVN,11/6/19,0.55087471,2.055656433,2.640850067,1.516061783,,11/6/19," $1,614 "," $1,466 "," $1,679 "," $1,646 ",0.034%,0.140%,0.158%,0.092%
EVRG,11/7/19,5.933940887,1.823791504,2.324321747,1.49067688,,11/7/19," $1,620 "," $1,468 "," $1,681 "," $1,647 ",0.368%,0.124%,0.138%,0.091%
MNST,11/7/19,3.550001144,1.875,1.725000381,1.155000687,,11/7/19," $1,623 "," $1,470 "," $1,683 "," $1,648 ",0.219%,0.128%,0.103%,0.070%
NCLH,11/7/19,-3.710002899,2.419998169,5.340000153,2.419998169,,11/7/19," $1,620 "," $1,472 "," $1,688 "," $1,651 ",-0.229%,0.165%,0.317%,0.147%
PNW,11/7/19,13.61728668,-2.205596924,3.460144043,-2.205596924,,11/7/19," $1,633 "," $1,470 "," $1,692 "," $1,649 ",0.841%,-0.150%,0.205%,-0.134%
XRAY,11/7/19,-6.920410156,2.001255035,-5.173843384,2.983108521,,11/7/19," $1,626 "," $1,472 "," $1,687 "," $1,652 ",-0.424%,0.136%,-0.306%,0.181%
PARA,11/14/19,-18.34165764,-7.297410965,-12.02235413,-7.297410965,,11/14/19," $1,608 "," $1,465 "," $1,675 "," $1,644 ",-1.128%,-0.496%,-0.713%,-0.442%
CPB,12/4/19,3.992912292,-2.100997925,-2.604484558,-2.100997925,,12/4/19," $1,612 "," $1,463 "," $1,672 "," $1,642 ",0.248%,-0.143%,-0.156%,-0.128%
LW,1/3/20,-39.97644806,-6.078918457,-6.305603027,-6.078918457,,1/3/20," $1,572 "," $1,456 "," $1,666 "," $1,636 ",-2.480%,-0.416%,-0.377%,-0.370%
WBA,1/8/20,-12.15790176,-3.039974213,-3.994487762,-1.933082581,,1/8/20," $1,560 "," $1,453 "," $1,662 "," $1,634 ",-0.773%,-0.209%,-0.240%,-0.118%
CMA,1/21/20,-28.87300301,-2.85200882,-4.091323853,-2.85200882,,1/21/20," $1,531 "," $1,451 "," $1,658 "," $1,631 ",-1.851%,-0.196%,-0.246%,-0.175%
AAL,1/23/20,-16.68395996,-2.680093765,-2.680093765,-1.155729294,,1/23/20," $1,514 "," $1,448 "," $1,655 "," $1,630 ",-1.090%,-0.185%,-0.162%,-0.071%
LUV,1/23/20,-24.51772308,2.107337952,2.107337952,2.107337952,,1/23/20," $1,490 "," $1,450 "," $1,657 "," $1,632 ",-1.619%,0.146%,0.127%,0.129%
VFC,1/23/20,-28.12785721,-6.944450378,-6.944450378,-3.042976379,,1/23/20," $1,462 "," $1,443 "," $1,650 "," $1,629 ",-1.888%,-0.479%,-0.419%,-0.186%
MKC,1/28/20,-11.459198,-2.471679688,-5.971694946,-2.471679688,,1/28/20," $1,450 "," $1,441 "," $1,644 "," $1,627 ",-0.784%,-0.171%,-0.362%,-0.152%
MMM,1/28/20,-4.517463684,-6.20716095,-13.13566589,-8.042770386,,1/28/20," $1,446 "," $1,434 "," $1,631 "," $1,619 ",-0.312%,-0.431%,-0.799%,-0.494%
BA,1/29/20,-181.115387,22.51608276,-32.3553772,19.29522705,,1/29/20," $1,264 "," $1,457 "," $1,599 "," $1,638 ",-12.529%,1.570%,-1.984%,1.192%
CHRW,1/29/20,-1.456291199,-4.022228241,-9.172847748,-4.022228241,,1/29/20," $1,263 "," $1,453 "," $1,590 "," $1,634 ",-0.115%,-0.276%,-0.574%,-0.246%
ILMN,1/29/20,5.573913574,-16.82879639,-51.91635132,-31.30349731,,1/29/20," $1,269 "," $1,436 "," $1,538 "," $1,603 ",0.441%,-1.158%,-3.266%,-1.916%
SWK,1/29/20,-46.11632538,-10.34591675,-16.89741516,-10.34591675,,1/29/20," $1,222 "," $1,426 "," $1,521 "," $1,592 ",-3.635%,-0.720%,-1.099%,-0.646%
TXT,1/29/20,-20.59666061,3.776920319,3.776920319,3.776920319,,1/29/20," $1,202 "," $1,429 "," $1,525 "," $1,596 ",-1.685%,0.265%,0.248%,0.237%
BEN,1/30/20,-5.755173683,-0.854463577,-1.302042007,-0.740535736,,1/30/20," $1,196 "," $1,429 "," $1,523 "," $1,595 ",-0.479%,-0.060%,-0.085%,-0.046%
BIIB,1/30/20,20.48001099,55.33999634,20.48001099,55.33999634,,1/30/20," $1,217 "," $1,484 "," $1,544 "," $1,651 ",1.712%,3.874%,1.344%,3.469%
CMS,1/30/20,-8.498790741,-4.258655548,-4.258655548,-4.258655548,,1/30/20," $1,208 "," $1,480 "," $1,539 "," $1,646 ",-0.699%,-0.287%,-0.276%,-0.258%
TFC,1/30/20,-14.42534828,1.872833252,2.562465668,1.872833252,,1/30/20," $1,194 "," $1,482 "," $1,542 "," $1,648 ",-1.194%,0.127%,0.166%,0.114%
XEL,1/30/20,-7.344676971,2.095588684,-3.414047241,2.095588684,,1/30/20," $1,186 "," $1,484 "," $1,539 "," $1,650 ",-0.615%,0.141%,-0.221%,0.127%
CHTR,1/31/20,-7.820007324,-54.25003052,-54.25003052,-54.25003052,,1/31/20," $1,179 "," $1,429 "," $1,484 "," $1,596 ",-0.659%,-3.656%,-3.526%,-3.287%
IP,1/31/20,-4.643030167,2.546432495,2.546432495,2.546432495,,1/31/20," $1,174 "," $1,432 "," $1,487 "," $1,599 ",-0.394%,0.178%,0.172%,0.160%
LYB,1/31/20,-16.63599777,4.731254578,4.731254578,2.936100006,,1/31/20," $1,157 "," $1,437 "," $1,492 "," $1,602 ",-1.417%,0.330%,0.318%,0.184%
BDX,2/6/20,4.43901062,-13.20866394,-28.32943726,-13.20866394,,2/6/20," $1,162 "," $1,423 "," $1,463 "," $1,588 ",0.384%,-0.919%,-1.899%,-0.825%
EL,2/6/20,-36.70309448,-12.13871765,-27.40646362,-19.13633728,,2/6/20," $1,125 "," $1,411 "," $1,436 "," $1,569 ",-3.159%,-0.853%,-1.873%,-1.205%
FTV,2/6/20,-11.30778122,-4.336948395,-7.065193176,-4.336948395,,2/6/20," $1,114 "," $1,407 "," $1,429 "," $1,565 ",-1.005%,-0.307%,-0.492%,-0.276%
K,2/6/20,2.123046875,2.933525085,3.387901306,2.239997864,,2/6/20," $1,116 "," $1,410 "," $1,432 "," $1,567 ",0.191%,0.208%,0.237%,0.143%
PM,2/6/20,-9.829425812,-3.361183167,-10.86339951,-3.361183167,,2/6/20," $1,106 "," $1,407 "," $1,421 "," $1,564 ",-0.881%,-0.238%,-0.758%,-0.214%
XYL,2/6/20,-16.9293251,3.903366089,5.694000244,3.903366089,,2/6/20," $1,089 "," $1,410 "," $1,427 "," $1,568 ",-1.531%,0.278%,0.401%,0.250%
D,2/11/20,-5.306007385,1.849441528,3.104415894,1.849441528,,2/11/20," $1,084 "," $1,412 "," $1,430 "," $1,570 ",-0.487%,0.131%,0.218%,0.118%
FRT,2/11/20,-39.85818481,4.130584717,-5.848854065,4.130584717,,2/11/20," $1,044 "," $1,416 "," $1,424 "," $1,574 ",-3.678%,0.292%,-0.409%,0.263%
HAS,2/11/20,-23.0454216,-8.585884094,-31.46179199,-17.45146942,,2/11/20," $1,021 "," $1,408 "," $1,393 "," $1,556 ",-2.208%,-0.606%,-2.209%,-1.109%
CVS,2/12/20,-11.22942352,-5.100917816,-5.100917816,-5.100917816,,2/12/20," $1,010 "," $1,403 "," $1,388 "," $1,551 ",-1.100%,-0.362%,-0.366%,-0.328%
TAP,2/12/20,-12.70557022,-3.697940826,-4.975910187,-3.697940826,,2/12/20, $997 ," $1,399 "," $1,383 "," $1,547 ",-1.258%,-0.264%,-0.359%,-0.238%
FIS,2/13/20,-22.43180847,-8.830703735,-14.12365723,-8.830703735,,2/13/20, $974 ," $1,390 "," $1,369 "," $1,539 ",-2.250%,-0.631%,-1.021%,-0.571%
PPL,2/14/20,-7.289663315,-1.742340088,-3.582855225,-1.742340088,,2/14/20, $967 ," $1,389 "," $1,365 "," $1,537 ",-0.748%,-0.125%,-0.262%,-0.113%
DVN,2/19/20,-8.440242767,-2.690366745,-2.690366745,-1.329981804,,2/19/20, $959 ," $1,386 "," $1,362 "," $1,536 ",-0.873%,-0.194%,-0.197%,-0.087%
MOS,2/20/20,-6.953512192,-1.790212631,-1.790212631,0.876459122,,2/20/20, $952 ," $1,384 "," $1,361 "," $1,536 ",-0.725%,-0.129%,-0.131%,0.057%
NCLH,2/20/20,-37.74999809,-5.92999649,-9.199996948,-5.92999649,,2/20/20, $914 ," $1,378 "," $1,351 "," $1,530 ",-3.966%,-0.428%,-0.676%,-0.386%
VTR,2/20/20,-26.03804779,-6.11882019,-10.58166122,-6.11882019,,2/20/20, $888 ," $1,372 "," $1,341 "," $1,524 ",-2.849%,-0.444%,-0.783%,-0.400%
PNW,2/21/20,-23.94409943,-4.297714233,-8.256576538,-4.297714233,,2/21/20, $864 ," $1,368 "," $1,333 "," $1,520 ",-2.696%,-0.313%,-0.616%,-0.282%
DOC,2/25/20,-0.575872421,-0.575872421,-0.575872421,-0.575872421,,2/25/20, $863 ," $1,367 "," $1,332 "," $1,519 ",-0.067%,-0.042%,-0.043%,-0.038%
DOC,2/26/20,-9.030042648,-1.76817131,-1.76817131,-1.76817131,,2/26/20, $854 ," $1,365 "," $1,330 "," $1,518 ",-1.046%,-0.129%,-0.133%,-0.116%
PSA,2/26/20,-34.608078,-13.93487549,-32.4369812,-13.93487549,,2/26/20, $820 ," $1,351 "," $1,298 "," $1,504 ",-4.050%,-1.021%,-2.438%,-0.918%
MNST,2/27/20,-0.825000763,-3.175001144,-3.175001144,2.155000687,,2/27/20, $819 ," $1,348 "," $1,295 "," $1,506 ",-0.101%,-0.235%,-0.245%,0.143%
EVRG,3/2/20,-11.01621246,-3.694988251,3.097568512,3.097568512,,3/2/20, $808 ," $1,345 "," $1,298 "," $1,509 ",-1.345%,-0.274%,0.239%,0.206%
XRAY,3/2/20,-8.386859894,-2.303581238,-4.087913513,-2.303581238,,3/2/20, $800 ," $1,342 "," $1,294 "," $1,507 ",-1.038%,-0.171%,-0.315%,-0.153%
CPB,3/4/20,-3.065765381,-2.18756485,-2.18756485,-2.18756485,,3/4/20, $797 ," $1,340 "," $1,291 "," $1,505 ",-0.383%,-0.163%,-0.169%,-0.145%
BAX,3/17/20,7.596458435,-4.372344971,-7.991462708,3.747711182,,3/17/20, $804 ," $1,336 "," $1,283 "," $1,508 ",0.954%,-0.326%,-0.619%,0.249%
MKC,3/31/20,17.55796814,6.851997375,9.070068359,6.333366394,,3/31/20, $822 ," $1,343 "," $1,293 "," $1,515 ",2.183%,0.513%,0.707%,0.420%
LW,4/1/20,11.01672745,13.11888885,19.38917542,13.11888885,,4/1/20, $833 ," $1,356 "," $1,312 "," $1,528 ",1.341%,0.977%,1.500%,0.866%
WBA,4/2/20,-0.702131271,4.90322876,5.852344513,4.90322876,,4/2/20, $832 ," $1,361 "," $1,318 "," $1,533 ",-0.084%,0.362%,0.446%,0.321%
TFC,4/20/20,2.978145599,10.59930229,8.883497238,6.851190567,,4/20/20, $835 ," $1,371 "," $1,327 "," $1,539 ",0.358%,0.779%,0.674%,0.447%
CMA,4/21/20,6.870798111,14.02625847,6.870798111,6.870798111,,4/21/20, $842 ," $1,385 "," $1,334 "," $1,546 ",0.823%,1.023%,0.518%,0.446%
PM,4/21/20,3.84985733,3.84985733,3.84985733,3.84985733,,4/21/20, $846 ," $1,389 "," $1,337 "," $1,550 ",0.457%,0.278%,0.289%,0.249%
BIIB,4/22/20,-17.20001221,30,-37.71002197,16,,4/22/20, $829 ," $1,419 "," $1,300 "," $1,566 ",-2.034%,2.160%,-2.820%,1.032%
CMS,4/27/20,4.788917542,4.053268433,4.788917542,5.772731781,,4/27/20, $833 ," $1,423 "," $1,304 "," $1,572 ",0.578%,0.286%,0.368%,0.369%
LUV,4/28/20,2.980861664,10.48110962,2.980861664,10.48110962,,4/28/20, $836 ," $1,434 "," $1,307 "," $1,582 ",0.358%,0.737%,0.229%,0.667%
MMM,4/28/20,-0.515113831,-11.20996857,-0.515113831,-11.20996857,,4/28/20, $836 ," $1,422 "," $1,307 "," $1,571 ",-0.062%,-0.782%,-0.039%,-0.708%
BA,4/29/20,27.00999451,91.5,27.00999451,91.5,,4/29/20, $863 ," $1,514 "," $1,334 "," $1,663 ",3.232%,6.433%,2.067%,5.823%
CHRW,4/29/20,22.10163879,5.910926819,5.910926819,5.910926819,,4/29/20, $885 ," $1,520 "," $1,340 "," $1,669 ",2.562%,0.390%,0.443%,0.355%
HAS,4/29/20,-0.33366394,-0.33366394,-0.33366394,-0.33366394,,4/29/20, $885 ," $1,519 "," $1,339 "," $1,668 ",-0.038%,-0.022%,-0.025%,-0.020%
AAL,4/30/20,-0.239999771,8.299999237,-0.239999771,8.299999237,,4/30/20, $884 ," $1,528 "," $1,339 "," $1,677 ",-0.027%,0.546%,-0.018%,0.498%
BAX,4/30/20,-2.32989502,-5.590415955,-4.577255249,-2.654632568,,4/30/20, $882 ," $1,522 "," $1,335 "," $1,674 ",-0.263%,-0.366%,-0.342%,-0.158%
BEN,4/30/20,1.644690514,4.455592155,4.455592155,2.27326107,,4/30/20, $884 ," $1,527 "," $1,339 "," $1,676 ",0.186%,0.293%,0.334%,0.136%
FTV,4/30/20,5.844390869,5.844390869,5.844390869,-6.446090698,,4/30/20, $889 ," $1,532 "," $1,345 "," $1,670 ",0.661%,0.383%,0.436%,-0.385%
ILMN,4/30/20,78.112854,37.64593506,78.112854,61.57589722,,4/30/20, $968 ," $1,570 "," $1,423 "," $1,731 ",8.782%,2.457%,5.808%,3.688%
IP,4/30/20,1.615541458,4.715213776,1.615541458,3.248188019,,4/30/20, $969 ," $1,575 "," $1,425 "," $1,735 ",0.167%,0.300%,0.114%,0.188%
K,4/30/20,4.595436096,-3.323566437,4.092102051,-2.261314392,,4/30/20, $974 ," $1,571 "," $1,429 "," $1,732 ",0.474%,-0.211%,0.287%,-0.130%
SWK,4/30/20,40.18863678,29.47547913,40.18863678,29.47547913,,4/30/20," $1,014 "," $1,601 "," $1,469 "," $1,762 ",4.127%,1.876%,2.813%,1.701%
TAP,4/30/20,-3.272930145,-6.096618652,-3.272930145,-7.11425209,,4/30/20," $1,011 "," $1,595 "," $1,466 "," $1,755 ",-0.323%,-0.381%,-0.223%,-0.404%
TXT,4/30/20,7.70500946,10.55252075,7.70500946,8.334598541,,4/30/20," $1,018 "," $1,605 "," $1,473 "," $1,763 ",0.762%,0.662%,0.526%,0.475%
CHTR,5/1/20,70.35998535,42.36999512,70.35998535,42.36999512,,5/1/20," $1,089 "," $1,648 "," $1,544 "," $1,805 ",6.909%,2.639%,4.775%,2.403%
EL,5/1/20,24.55871582,23.79510498,23.79510498,20.06314087,,5/1/20," $1,113 "," $1,672 "," $1,568 "," $1,825 ",2.256%,1.444%,1.541%,1.111%
LYB,5/1/20,6.377788544,14.50743484,6.377788544,14.50743484,,5/1/20," $1,120 "," $1,686 "," $1,574 "," $1,840 ",0.573%,0.868%,0.407%,0.795%
PSA,5/1/20,11.43118286,13.99971008,11.43118286,22.46769714,,5/1/20," $1,131 "," $1,700 "," $1,585 "," $1,862 ",1.021%,0.830%,0.726%,1.221%
MOS,5/4/20,4.312612534,4.312612534,4.312612534,2.970039368,,5/4/20," $1,135 "," $1,704 "," $1,590 "," $1,865 ",0.381%,0.254%,0.272%,0.159%
D,5/5/20,3.322463989,4.80783844,4.80783844,3.021598816,,5/5/20," $1,139 "," $1,709 "," $1,594 "," $1,868 ",0.293%,0.282%,0.302%,0.162%
XYL,5/5/20,9.426288605,8.147716522,9.426288605,11.81167221,,5/5/20," $1,148 "," $1,717 "," $1,604 "," $1,880 ",0.828%,0.477%,0.591%,0.632%
CVS,5/6/20,3.963981628,7.005161285,9.007896423,4.905387878,,5/6/20," $1,152 "," $1,724 "," $1,613 "," $1,885 ",0.345%,0.408%,0.562%,0.261%
DVN,5/6/20,0.506669998,0.506669998,0.506669998,0.506669998,,5/6/20," $1,153 "," $1,725 "," $1,613 "," $1,886 ",0.044%,0.029%,0.031%,0.027%
BDX,5/7/20,3.866592407,-21.22416687,3.866592407,-23.24111938,,5/7/20," $1,157 "," $1,704 "," $1,617 "," $1,862 ",0.335%,-1.230%,0.240%,-1.233%
DOC,5/7/20,3.789335251,4.860235214,3.789335251,3.566921234,,5/7/20," $1,160 "," $1,708 "," $1,621 "," $1,866 ",0.328%,0.285%,0.234%,0.192%
EVRG,5/7/20,-1.587028503,5.89982605,-1.587028503,-1.587028503,,5/7/20," $1,159 "," $1,714 "," $1,620 "," $1,864 ",-0.137%,0.345%,-0.098%,-0.085%
FIS,5/7/20,-3.495147705,13.12184143,12.49279785,8.606567383,,5/7/20," $1,155 "," $1,728 "," $1,632 "," $1,873 ",-0.302%,0.765%,0.771%,0.462%
FRT,5/7/20,1.962127686,20.83766937,1.962127686,22.9907074,,5/7/20," $1,157 "," $1,748 "," $1,634 "," $1,896 ",0.170%,1.206%,0.120%,1.227%
MNST,5/7/20,7.960000992,2.530000687,4.910001755,2.530000687,,5/7/20," $1,165 "," $1,751 "," $1,639 "," $1,899 ",0.688%,0.145%,0.300%,0.133%
PARA,5/7/20,9.544902802,10.73829842,9.544902802,9.544902802,,5/7/20," $1,175 "," $1,762 "," $1,648 "," $1,908 ",0.819%,0.613%,0.582%,0.503%
XEL,5/7/20,8.347766876,4.455570221,5.088310242,3.559177399,,5/7/20," $1,183 "," $1,766 "," $1,654 "," $1,912 ",0.711%,0.253%,0.309%,0.187%
PNW,5/8/20,6.422828674,6.422828674,6.422828674,8.35320282,,5/8/20," $1,189 "," $1,773 "," $1,660 "," $1,920 ",0.543%,0.364%,0.388%,0.437%
PPL,5/8/20,2.431425095,2.431425095,2.431425095,2.431425095,,5/8/20," $1,192 "," $1,775 "," $1,662 "," $1,922 ",0.204%,0.137%,0.146%,0.127%
VTR,5/8/20,10.16229248,13.27394104,10.16229248,11.21344376,,5/8/20," $1,202 "," $1,788 "," $1,673 "," $1,934 ",0.853%,0.748%,0.611%,0.583%
XRAY,5/8/20,2.566925049,9.022975922,2.566925049,2.566925049,,5/8/20," $1,205 "," $1,797 "," $1,675 "," $1,936 ",0.214%,0.505%,0.153%,0.133%
NCLH,5/14/20,3.479999542,3.479999542,16.10000038,11.67000008,,5/14/20," $1,208 "," $1,801 "," $1,691 "," $1,948 ",0.289%,0.194%,0.961%,0.603%
VFC,5/15/20,7.555999756,13.99314117,7.555999756,7.555999756,,5/15/20," $1,216 "," $1,815 "," $1,699 "," $1,955 ",0.625%,0.777%,0.447%,0.388%
CPB,6/3/20,0.046596527,2.186973572,0.046596527,3.349643707,,6/3/20," $1,216 "," $1,817 "," $1,699 "," $1,959 ",0.004%,0.121%,0.003%,0.171%
MKC,6/25/20,5.560501099,7.275115967,9.449745178,7.275115967,,6/25/20," $1,221 "," $1,824 "," $1,708 "," $1,966 ",0.457%,0.400%,0.556%,0.371%
WBA,7/9/20,-0.766990662,3.150407791,-0.766990662,1.972070694,,7/9/20," $1,221 "," $1,827 "," $1,707 "," $1,968 ",-0.063%,0.173%,-0.045%,0.100%
TFC,7/16/20,4.463998795,3.731294632,4.463998795,4.463998795,,7/16/20," $1,225 "," $1,831 "," $1,712 "," $1,972 ",0.366%,0.204%,0.261%,0.227%
CMA,7/21/20,5.539386749,4.044639587,5.539386749,5.447193146,,7/21/20," $1,231 "," $1,835 "," $1,717 "," $1,978 ",0.452%,0.221%,0.324%,0.276%
PM,7/21/20,-1.152664185,3.04045105,4.855056763,3.04045105,,7/21/20," $1,229 "," $1,838 "," $1,722 "," $1,981 ",-0.094%,0.166%,0.283%,0.154%
BIIB,7/22/20,-11.8999939,24.8999939,-11.8999939,24.8999939,,7/22/20," $1,217 "," $1,863 "," $1,710 "," $2,006 ",-0.968%,1.355%,-0.691%,1.257%
AAL,7/23/20,1.379999161,1.379999161,1.379999161,1.379999161,,7/23/20," $1,219 "," $1,864 "," $1,712 "," $2,007 ",0.113%,0.074%,0.081%,0.069%
LUV,7/23/20,8.788749695,3.961669922,3.961669922,2.115455627,,7/23/20," $1,228 "," $1,868 "," $1,716 "," $2,009 ",0.721%,0.212%,0.231%,0.105%
HAS,7/27/20,10.55828476,5.342365265,5.342365265,5.342365265,,7/27/20," $1,238 "," $1,874 "," $1,721 "," $2,015 ",0.860%,0.286%,0.311%,0.266%
BEN,7/28/20,-0.474250793,1.952957153,-0.474250793,2.275457382,,7/28/20," $1,238 "," $1,876 "," $1,721 "," $2,017 ",-0.038%,0.104%,-0.028%,0.113%
FTV,7/28/20,4.203472137,5.495582581,10.27838135,4.523361206,,7/28/20," $1,242 "," $1,881 "," $1,731 "," $2,022 ",0.340%,0.293%,0.597%,0.224%
LW,7/28/20,9.534366608,5.708675385,9.534366608,5.708675385,,7/28/20," $1,251 "," $1,887 "," $1,740 "," $2,027 ",0.768%,0.303%,0.551%,0.282%
MMM,7/28/20,5.041915894,7.409057617,5.041915894,11.06287384,,7/28/20," $1,256 "," $1,894 "," $1,745 "," $2,038 ",0.403%,0.393%,0.290%,0.546%
BA,7/29/20,-17.86999512,-17.86999512,-17.86999512,-17.86999512,,7/29/20," $1,239 "," $1,876 "," $1,728 "," $2,020 ",-1.422%,-0.943%,-1.024%,-0.877%
CHRW,7/29/20,-5.643821716,8.419242859,8.419242859,3.561027527,,7/29/20," $1,233 "," $1,885 "," $1,736 "," $2,024 ",-0.456%,0.449%,0.487%,0.176%
BAX,7/30/20,-7.099113464,-4.540763855,-4.540763855,-2.625,,7/30/20," $1,226 "," $1,880 "," $1,732 "," $2,021 ",-0.576%,-0.241%,-0.262%,-0.130%
IP,7/30/20,6.862773895,2.863300323,2.863300323,1.607456207,,7/30/20," $1,233 "," $1,883 "," $1,734 "," $2,023 ",0.560%,0.152%,0.165%,0.080%
K,7/30/20,-5.679553986,-3.011486053,-5.810501099,-3.011486053,,7/30/20," $1,227 "," $1,880 "," $1,729 "," $2,020 ",-0.461%,-0.160%,-0.335%,-0.149%
PCG,7/30/20,0.459197998,1.287752151,1.287752151,0.86848259,,7/30/20," $1,228 "," $1,881 "," $1,730 "," $2,021 ",0.037%,0.068%,0.074%,0.043%
SWK,7/30/20,11.24725342,17.79595947,11.24725342,20.55757141,,7/30/20," $1,239 "," $1,899 "," $1,741 "," $2,041 ",0.916%,0.946%,0.650%,1.017%
TAP,7/30/20,-3.722143173,-3.529619217,-3.722143173,-2.887868881,,7/30/20," $1,235 "," $1,896 "," $1,737 "," $2,038 ",-0.300%,-0.186%,-0.214%,-0.141%
XEL,7/30/20,1.932540894,2.954750061,1.932540894,3.45482254,,7/30/20," $1,237 "," $1,899 "," $1,739 "," $2,042 ",0.156%,0.156%,0.111%,0.169%
XYL,7/30/20,11.89822388,5.371894836,8.37562561,5.371894836,,7/30/20," $1,249 "," $1,904 "," $1,748 "," $2,047 ",0.962%,0.283%,0.482%,0.263%
CHTR,7/31/20,23.82000732,35.64001465,23.82000732,42.45001221,,7/31/20," $1,273 "," $1,940 "," $1,771 "," $2,090 ",1.907%,1.872%,1.363%,2.073%
D,7/31/20,2.618965149,2.618965149,-2.405029297,-2.084365845,,7/31/20," $1,275 "," $1,942 "," $1,769 "," $2,088 ",0.206%,0.135%,-0.136%,-0.100%
LYB,7/31/20,5.473777771,6.680721283,14.58020401,7.891551971,,7/31/20," $1,281 "," $1,949 "," $1,784 "," $2,096 ",0.429%,0.344%,0.824%,0.378%
VFC,7/31/20,13.78738022,3.5338974,6.533412933,4.844039917,,7/31/20," $1,295 "," $1,953 "," $1,790 "," $2,100 ",1.076%,0.181%,0.366%,0.231%
CMS,8/3/20,0.840446472,-2.817375183,-2.817375183,-1.496990204,,8/3/20," $1,295 "," $1,950 "," $1,787 "," $2,099 ",0.065%,-0.144%,-0.157%,-0.071%
MNST,8/4/20,2.834999084,3.26499939,2.834999084,3.26499939,,8/4/20," $1,298 "," $1,953 "," $1,790 "," $2,102 ",0.219%,0.167%,0.159%,0.156%
MOS,8/4/20,1.60178566,1.558517456,1.558517456,1.558517456,,8/4/20," $1,300 "," $1,955 "," $1,792 "," $2,104 ",0.123%,0.080%,0.087%,0.074%
CVS,8/5/20,0.979019165,-3.663314819,-3.663314819,-2.027267456,,8/5/20," $1,301 "," $1,951 "," $1,788 "," $2,102 ",0.075%,-0.187%,-0.204%,-0.096%
DVN,8/5/20,-2.175177574,-1.717707157,-2.840501308,-1.74937439,,8/5/20," $1,299 "," $1,949 "," $1,785 "," $2,100 ",-0.167%,-0.088%,-0.159%,-0.083%
EVRG,8/5/20,1.872245789,-3.353969574,-2.587688446,-1.924720764,,8/5/20," $1,301 "," $1,946 "," $1,783 "," $2,098 ",0.144%,-0.172%,-0.145%,-0.092%
BDX,8/6/20,-22.26609802,-15.48880005,-22.62046814,-15.48880005,,8/6/20," $1,278 "," $1,930 "," $1,760 "," $2,083 ",-1.712%,-0.796%,-1.269%,-0.738%
